codigo;descripcion;unidades;um;precio
23581;AL FAKHER RED PATCH (50G);10;Caja;4,70
23586;AL FAKHER GRAPIO GREEN (50G);10;Caja;4,70
23587;AL FAKHER GRAPIO(50G);10;Caja;4,70
23589;AL FAKHER BIG GREEN (50G);10;Caja;4,70
23611;DESERT GOLD BLUE;10;Cajetilla;4,65
23621;AL FAKHER GRAPIO GREEN(250G);1;Caja;19,95
23622;AL FAKHER GRAPIO (250 G) PW;1;Caja;19,95
23676;ELIXYR RED;10;Cajetilla;4,95
23677;ELIXYR RED 100`S;10;Cajetilla;4,90
23678;ELIXYR BLUE;10;Cajetilla;4,95
23679;ELIXYR + M-TYPE;10;Cajetilla;5,00
23681;AUSTIN RED;10;Cajetilla;4,80
23682;AUSTIN BLUE;10;Cajetilla;4,80
23684;DUCAL RED;10;Cajetilla;4,85
23686;ELIXYR ORIGINAL (175 G);1;Lata;31,50
23799;F.T.PARTAGAS SERIE D N.5 T (3) PW;1;Estuche;50,10
23801;ROM Y JUL PETIT CHURCHILLS 25 PW;1;Caja;387,50
23802;ROM Y JUL PETIT CHURCHILLS T 3 PW;1;Estuche;48,60
23906;CORONAS RESERVA CIG CPB CAJ.20 PW;10;Caja;4,65
23912;PANTER MINI FILTER RED 20 PW;10;Lata;5,60
24010;CROSSROAD GOLD DRUM 75 G PW;1;Lata;15,50
24037;GAULOISES RUBIO ROJO 24;8;Cajetilla;6,65
24039;GAULOISES RUBIO AZUL 24;8;Cajetilla;6,65
24068;CORSET LILAS SUPERSLIMS;10;Cajetilla;4,80
24069;CORSET PINK SUPERSLIMS;10;Cajetilla;4,80
24070;CORSET MARINE SUPERSLIMS;10;Cajetilla;4,80
24075;JPS AMERICAN BLEND RED 24;8;Cajetilla;6,70
24187;ELIXYR OPTIMAL CUT (150 G);1;Lata;27,00
24227;VEGAFINA ROBUSTO F2 (10) PW;1;Caja;57,00
24228;VEGAFINA ROBUSTO F2 TUBO 20 PW;1;Caja;126,00
24229;STEEPLE NEGRO 70 G PW;1;Bote;14,25
24233;FLANDRIA TABAC SPECIAL 100 G PW;1;Bote;20,55
2443;PETER STUYVESANT BLUE;10;Cajetilla;6,25
2444;PETER STUYVESANT SILVER;10;Cajetilla;6,25
24498;EL CREDITO SERIE R N.6 (4) PW;1;Estuche;24,40
24520;COBURN DARK 20 PW;10;Estuche;3,80
24572;MANITOU GREEN 50 GR PW;4;Lata;10,20
24604;CANDLELIGHT FILTER GREEN 10 CB PW;10;Caja;1,60
24607;BULLBRAND TABACO NEGRO 100 G L PW;3;Lata;18,90
2461;WINFIELD RED;8;Cajetilla;8,40
24628;MINI DAVIDOFF CIGARILLOS GOLD 10 PW;10;Caja;7,60
24648;DUCADOS RUBIO CIGARRITOS (20);10;Estuche;3,75
24651;IDEALES 75 G;5;Lata;18,25
2470;AGIO MEHARI'S JAVA   (50);4;Caja;15,60
24711;FLORIDITA RED FILTER 20;10;Estuche;4,20
24712;FLORIDITA 20 PW;10;Estuche;4,20
24720;MAYA ORIGINAL PF;10;Cajetilla;5,20
2481;PETER STUYVESANT RED;10;Cajetilla;6,25
24864;AL FAKHER GREEN CHU (50 G);10;Caja;4,70
24871;AL FAKHER THE DOUBLE CRUNCH (1000G);1;Caja;73,95
24872;AL FAKHER BIG GREEN (1000G);1;Caja;73,95
24873;AL FAKHER GREEN CHU 1000 G;1;Caja;73,95
24879;VILLIGER MINI BLACK SUMATRA 20 PW;5;Estuche;4,50
24880;VILLIGER MINI RED FILTER 20 PW;5;Estuche;4,50
24883;BRANIFF LINEA D ORO NEGRO FIL 20 PW;10;Estuche;3,30
24885;CORONAS BLACK SOFT;10;Cajetilla;5,95
24896;JOCKEY RED FILT CIG 17 CELO PW;10;Caja;2,40
24897;JOCKEY BLUE FILT CIG 17 CELO PW;10;Caja;2,40
24905;VEGAFINA SHORT ROBUSTO TUB 20 PW;1;Caja;110,00
24911;MONTE NEGRO BREVAS ESPEC. 25 PW;1;Caja;13,75
24923;MANITOU VIRGINIA GREEN 20;10;Cajetilla;5,20
24933;Vegafina Classic Corona Tubos Humidor 40;1;Caja;202,00
24952;QUINTERO FAVORITOS 5 PW;1;Estuche;23,50
24954;NOBEL LATA LIAR/ENTU (70 G);3;Lata;16,85
24960;MAC BAREN 7 SEAS ORIG BLEND 40 PW;5;Bolsa;3,60
25003;NEOS MINI RED FILTER 20 PW;10;Estuche;5,00
25015;CLUBMASTER MINI BLUE 20 PW;10;Caja;4,70
25016;BARSDORF`S BEST B.VIRGIN 100 G PW;2;Lata;7,60
25017;BARSDORF'S BESTER MIXTURE 100 G PW;2;Lata;7,60
25020;BARSDORF`S BEST B.VIRGIN 40 G PW;5;Bolsa;3,50
25048;MONTE NEGRO BUCANEROS CUBA 10 PW;10;Caja;3,00
25116;PARTAGAS CLUB 10 PW;10;Estuche;6,10
25117;PARTAGAS MINI 10 PW;10;Estuche;5,00
25119;GUANTANAMERA CRISTALES 5  PW;1;Caja;10,50
25168;CALYPSO DANN. MINI MOODS 10 FIL PW;10;Caja;3,50
25189;CHE RED;10;Cajetilla;5,25
25191;PUEBLO GREEN;10;Cajetilla;5,15
25196;AROMAS DEL CARIBE CELEBRACION 24 PW;1;Caja;48,00
25229;CASA DE GARCIA TORO 10 PW;1;Caja;18,00
25352;DENIM BLUE AMERICAN BLEND;10;Cajetilla;4,50
25362;VASCO DA GAMA CAPA ORO 5 PW;5;Estuche;5,00
2539;DUCADOS MINI CLASSIC (20);10;Estuche;4,10
25427;COHIBA WHITE MINI 20 PW;5;Caja;14,90
25428;COHIBA WHITE CLUB 20 PW;5;Caja;19,00
25444;JPS AMERICAN BLEND BLUE STREAM 24;8;Cajetilla;6,70
25476;AMIGOS POCKET RED 10 PW;10;Estuche;1,60
2548;PHILIP MORRIS FILTER KING;10;Cajetilla;6,10
25500;ROLL´S AB EXCLUSIVE RED 20 PW;10;Estuche;3,30
25501;ROLL´S AB EXCLUSIVE WHITE 20 PW;10;Estuche;3,30
25507;JPS VIRGINIA BLUE 100'S;10;Cajetilla;7,15
25526;DAVIDOFF MAST ED 2013 (10) CHT PW;1;Caja;135,20
25527;DAVIDOFF P. D'ORO GORDITOS 25 PW;1;Caja;175,50
25528;DAVIDOFF P. D'ORO GORDITOS 4 PW;1;Estuche;28,08
25648;MIRO ROBUSTO 20 PW;1;Caja;90,00
25649;MIRO SHORT ROBUSTO 15 PW;1;Caja;59,25
25650;MIRO MINI TORPEDO 15 PW;1;Caja;45,00
25658;CUSANO CORONA 16  PW;1;Caja;52,80
25659;CUSANO PETIT PANETELA 16 PW;1;Caja;41,60
25661;CUSANO FIGURADO 16 PW;1;Caja;41,60
25662;CUSANO ROBUSTO 16 PW;1;Caja;57,60
25663;CUSANO CHURCHILL 16 PW;1;Caja;62,40
25668;CUSANO CORONA 4  PW;1;Estuche;10,00
25671;CUSANO FIGURADO 4 PW;1;Estuche;10,00
25675;CUSANO PETIT CORONA 4 PW;1;Estuche;8,80
2570;DUCADOS AZUL/BLANCO DURO;10;Cajetilla;6,20
25707;MONTECRISTO DOUBLE EDMUNDO (3) PW;1;Estuche;77,40
25708;MONTECRISTO DOUBLE EDMUNDO 25 PW;1;Caja;645,00
25709;MONTECRISTO DOUBLE EDMUNDO 10 PW;1;Caja;258,00
25718;MONTE NEGRO CORONITAS 25 PW;1;Caja;8,50
25725;AL CAPONE ORIGINAL FILTER (18);10;Caja;4,70
25747;WEST ROJO 100 (20);10;Cajetilla;5,00
25797;CASA DE GARCIA ROBUSTOS (10)PW;1;Caja;16,00
25798;CASA DE GARCIA SHORT ROBUSTO 10 PW;1;Caja;14,00
25808;PUEBLO BLUE 30 G PW;10;Bolsa;7,10
25820;MONTECRISTO PETIT N.2 (25) PW;1;Caja;457,50
25821;MONTECRISTO PETIT N.2  (10)  PW;1;Caja;183,00
25825;VEGUEROS ENTRETIEMPOS (4)  PW;1;Caja;29,60
25826;VEGUEROS MAÑANITAS (4)  PW;1;Caja;21,60
25827;VEGUEROS TAPADOS (4)  PW;1;Caja;23,60
2588;REX CIGARRITOS            (20);10;Estuche;4,50
2589;REX CIGARRITOS  FILTRO   (20);10;Estuche;4,50
25927;MARLBORO RED TUB&ROLL 30 G PW;10;Bolsa;7,10
25929;MARLBORO GOLD ORIG TUB&ROLL 30G PW;10;Bolsa;7,10
2595;DAVIDOFF GRAND CRU N 2 NL(5);1;Estuche;86,00
25959;CHESTERFIELD CIGARRITOS 20´S;10;Estuche;4,50
25961;DAVIDOFF NICARAGUA TORO (4);1;Estuche;87,60
25963;DAVIDOFF NICARAGUA ROBUSTO T 4 PW;1;Estuche;79,20
2601;DAVIDOFF GRAND CRU N.5 NL (5);1;Estuche;62,50
2602;DAVIDOFF GRAND CRU N.5 NL(25);1;Caja;312,50
2604;DAVIDOFF Nº2 TUBOS NL   (4);1;Estuche;59,20
2610;FARIAS SUPERIORES (5);10;Estuche;9,50
2611;ENTREFINOS CORTADOS (10);10;Estuche;5,50
26140;JOCKEY GREEN FILT CIG 17 CELO PW;10;Caja;2,40
26146;REDFIELD 350 G PW;1;Bote;67,50
26166;TOSCANELLO BIANCO (5);10;Estuche;4,90
26173;COLTS YELLOW 40 G PW;5;Bolsa;3,60
26174;COLTS DUTCH BLEND 40 G PW;5;Bolsa;3,60
2619;VEGAFINA MINI (20);5;Estuche;5,90
2621;ROTHMANS RED;10;Cajetilla;6,90
2628;FARIAS MINI (20);10;Estuche;5,50
2632;FARIAS CHICOS (10);10;Estuche;6,10
26337;MONTE NEGRO CORSARIO 10 PW;10;Estuche;2,90
26338;HOLGER DANSKE ORIGINAL TOBACCO 40G;5;Bolsa;3,90
26339;NEWS (50 G);5;Lata;11,90
2634;ALBATROS TUBULAR.         (20);1;Caja;34,00
26340;NEWS (250 G);1;Bote;55,50
2637;MARLBORO RED 100'S;10;Cajetilla;6,00
2638;MARLBORO GOLD 100'S;10;Cajetilla;6,00
26384;AL CAPONE SUN FILTER (10);10;Estuche;2,70
26401;FORTUNA 180 C LIAR/ENTUBAR 90 G;1;Bolsa;21,10
26414;JPS 120 C LIAR/ENTUBAR 60 G;3;Lata;14,30
26425;MAC BAREN 7 SEAS BRIGHT BL 40 G PW;5;Bolsa;3,60
26449;H.MONTERREY HOYO SAN JUAN 10 PW;1;Caja;248,00
26450;H.MONTERREY HOYO SAN JUAN T 3 PW;1;Estuche;76,50
26455;F.T.PARTAGAS SERIE D N.6  20 PW;1;Caja;250,00
26456;F.T.PARTAGAS SERIE D N.6  5 PW;1;Caja;62,50
26458;QUINTERO PETIT QUINTEROS 25 PW;1;Caja;57,50
26466;ROM Y JUL CEDROS DE LUXE 10 PW;1;Caja;238,00
26472;TRINIDAD VIGIA  12 PW;1;Caja;636,00
26473;VEGUEROS ENTRETIEMPOS 16  PW;1;Caja;118,40
26474;VEGUEROS MAÑANITAS 16  PW;1;Caja;86,40
26475;VEGUEROS TAPADOS 16 PW;1;Caja;94,40
26491;AUSTIN RED 100´S;10;Cajetilla;4,75
26532;CAO OSA LOT 50 (25) PW;1;Caja;152,50
26533;CAO OSA LOT 54 (25) PW;1;Caja;165,00
26534;CAO OSA LOT 58 (25) PW;1;Caja;177,50
26535;SIGNATURE FINOS FILTER RED 10;10;Lata;2,50
26536;SIGNATURE FINOS FILTER BLUE 10 PW;10;Lata;2,50
2656;VEGAFINA CLASSIC CORONA (25);1;Caja;113,75
2657;VEGAFINA CORONITAS (25);1;Caja;106,25
2659;VEGAFINA PROMINENTES      (25);1;Caja;208,75
2660;VEGAFINA ROBUSTOS         (25);1;Caja;142,50
26609;CAMEL ESSENTIAL FILTERS;10;Cajetilla;6,00
26610;CAMEL ESSENTIAL BLUE;10;Cajetilla;6,00
26626;SIGNATURE FINOS BEIGE 20 PW;5;Lata;5,10
26647;ROTHMANS OF LONDON 100´S;10;Cajetilla;5,10
26656;ROLL´S WHITE (17);10;Estuche;2,70
26657;BRANIFF A B CAPA NATURAL 17 PW;10;Estuche;2,70
26658;BRANIFF NEGRO F CAPA NATURAL17 PW;10;Estuche;2,70
26694;PARTAGAS SERIE CLUB 20 PW F;5;Caja;13,20
26697;PARTAGAS SERIE MINI 20 PW F;5;Caja;10,70
26699;JOCKEY RED XL CIGAR 10 SP;10;Caja;1,70
26704;BLACK DEVIL PINK;10;Cajetilla;4,90
26727;MACANUDO INSPIRADO P.PIRAMID20 PW;1;Caja;106,00
26779;HERENCIA PALMERA BREVAS 5 PW;10;Estuche;2,35
26780;HERENCIA PALMERA SEÑORITA 5 PW;10;Estuche;1,85
26782;NEWMINSTER 20 PW;10;Estuche;2,80
26796;MIRO TOROS 20 PW;1;Caja;80,00
26797;MIRO GORDOS 20 PW;1;Caja;90,00
26798;MIRO PERLAS 24 PW;1;Caja;52,80
26802;DAVIDOFF NICARAGUA PRIMEROS 6 PW;5;Estuche;30,00
26803;DAVIDOFF NICA. PRIM. MADURO 6 PW;5;Estuche;30,00
26804;DAVIDOFF PRIMEROS MADURO 6 PW;5;Estuche;30,00
26805;DAVIDOFF ANIVERSARIO N.3  (10);1;Caja;260,00
26809;VEGAFINA NICARAGUA G. TORO 25 PW;1;Caja;165,00
26810;VEGAFINA NICARAGUA ROBUSTO (25);1;Caja;142,50
26811;VEGAFINA NICARAGUA SHORT 25;1;Caja;85,00
26812;VEGAFINA NICARAGUA SHORT 4 PW;5;Caja;13,60
26834;PUEBLO ORANGE;10;Cajetilla;5,15
26866;L&M FIRST CUT;10;Cajetilla;5,55
26920;BREAK NEGRO 17 PW;10;Caja;2,30
26951;MCCHRYSTAL'S ORIG&GEN SNUFF GLACIER 4 G;12;Lata;1,00
26952;MCCHRYSTAL'S OR&GEN SNUFF SUNSET 4 G;12;Lata;1,00
2701;MAKLA IFRIKIA            (20G);10;Lata;1,85
27019;BURTON ORIGINAL 100;10;Cajetilla;4,70
27051;MISSISIPI 70 G PW;4;Lata;5,75
27052;OLSEN 80 G PW;4;Lata;5,60
27106;DAVIDOFF NICARAGUA ROBUSTO TUBO 12 PW;1;Caja;237,60
27137;MONTE NEGRO ROBUSTO MAZO 25 PW;1;Caja;47,50
27191;MANITOU VIRGINIA GOLD 50 GR  PW;4;Lata;9,70
27207;JOCKEY NEGRO XL CIGAR 10;10;Caja;1,70
27254;D.TOMAS BUNDLES PET. CORONA 10 PW;1;Estuche;21,50
27255;D.TOMAS BUNDLES ROBUSTO 10 PW;1;Estuche;22,50
27256;D.TOMAS BUNDLES ROTHSCHILD 10 PW;1;Estuche;22,00
27257;D.TOMAS BUNDLES TORO 10 PW;1;Estuche;23,00
27310;BROOKFIELD Nº 2 (50 G) PW;5;Bolsa;5,00
27317;MONTE NEGRO ESPECIALES MAZO 25 PW;1;Estuche;45,00
27318;MONTE NEGRO TORPEDO MAZO 25 PW;1;Estuche;50,00
2735;MAYFAIR KING SIZE;10;Cajetilla;7,40
27362;HAMPTON PIPE'S TOBACCO 60 G PW;1;Lata;5,35
27363;H.MONTERREY HOYO SAN JUAN 25;1;Caja;620,00
27516;DUCADOS RUBIO 83G;1;Bolsa;19,85
27530;PALL MALL RED CAPA NATURAL (18);10;Caja;3,50
27531;COLONIALES BY FARIAS 25;1;Caja;25,00
27534;BROOKFIELD Nº 1 (200 G) PW;1;Lata;18,30
27551;REIG XS 15 PW;10;Estuche;4,30
27554;LA AURORA 107 CORONA (21);1;Caja;112,14
27555;LA AURORA 107 MADURO ROBUSTO21;1;Caja;115,50
27557;LA AURORA 107 GRAN (21);1;Caja;152,25
27582;PRINCIPES LF MADURO TORO (12);1;Estuche;27,00
27584;PRINCIPES LF MADURO S.SH.ROB12;1;Estuche;19,20
27586;PRINCIPES LF MADURO ROBUSTO 12;1;Estuche;22,20
27587;PRINCIPES LF CLARO ROBUSTO 12;1;Estuche;33,60
27589;PRINCIPES LF CLARO TORO 12;1;Estuche;34,20
27594;AL FAKHER GREEN VELVET (50G);10;Caja;4,70
27597;AL FAKHER WHITE PODS (50 G);10;Caja;4,70
27627;LA AURORA 1495 S.SH.ROBUSTO 10;1;Caja;51,00
27630;WINSTON BLUE 20S;10;Cajetilla;5,85
27677;LA AURORA 1495 S.SH.ROBUSTO 25;1;Caja;175,00
27712;PRINCIPES LF CLARO S.SH.ROBU25;1;Caja;61,25
27713;PRINCIPES LF MADURO S.SH.ROBU25;1;Caja;40,00
27719;PRINCIPES LF CLARO TORO (25);1;Caja;71,25
27721;PRINCIPES LF CLARO ROBUSTO(25);1;Caja;70,00
27723;PRINCIPES CORONAS BLOND 25;1;Caja;23,75
27724;PRINCIPES CORONAS BROWN 25;1;Caja;23,75
27725;PRINCIPES CORONAS ORIGINAL 25;1;Caja;23,75
27732;PRINCIPES CORONAS ORIGINAL (5);6;Caja;4,75
27733;PRINCIPES CORONAS BLOND (5);6;Caja;4,75
27734;PRINCIPES CORONAS BROWN (5);6;Caja;4,75
27762;FERNANDO LEON FR BELICOSO (20);1;Caja;120,00
27764;LA AURORA 1495 15 MINUTES BREAK DISP(5);4;Caja;15,25
27765;PRINCIPES CORONAS ORIGINAL (55);1;Caja;52,25
27780;PRINCIPES CHICOS ORIGINAL(6X5);6;Caja;4,00
27781;PRINCIPES CHICOS BROWN 6X5;6;Caja;4,00
27782;PRINCIPES CHICOS BLOND 6X5;6;Caja;4,00
27792;PETERSON OLD DUBLIN 50 G;1;Lata;11,80
27795;PETERSON SHERLOCK HOLMES 50 G;1;Lata;12,30
27835;LA AURORA 107 LANCERO (21);1;Caja;73,50
27849;LA AURORA 107 BELICOSO (21);1;Caja;145,95
27851;LA AURORA 1495 BME ROBUST BRZ25;1;Caja;135,00
27860;LA AURORA 107 HUM  S E TORO30 (PVP ENVAS;1;Caja;130,00
27861;CAMACHO CONNECTICUT CORONA 20 PW;1;Caja;100,00
27864;CAMACHO CONNECTICUT ROBUSTO 20 PW;1;Caja;164,00
27865;CAMACHO CONNECTI ROBUSTO T 10 PW;1;Caja;82,50
27867;CAMACHO COROJO CORONA 20 PW;1;Caja;100,00
27869;CAMACHO CRIOLLO CORONA 20 PW;1;Caja;100,00
27870;CAMACHO CRIOLLO ROBUSTO 20 PW;1;Caja;160,00
27871;CAMACHO CRIOLLO ROBUSTO TUB 10 PW;1;Caja;75,00
27872;CAMACHO ROBUSTO TUB DISPEN 15 PW;1;Caja;138,00
27893;CLUBMASTER MINI RED 5 TPD;20;Estuche;1,50
27894;CANDLELIGHT CLUB SUMATRA 10;10;Caja;2,50
27895;CANDLELIGHT CLUB HAVANA FILLER 10;10;Caja;2,50
27899;BIG BEN 25 G PW;10;Bolsa;1,95
28047;COLTS ORIGINAL 70 G;1;Bote;6,20
28176;NOBEL 23;8;Cajetilla;6,40
28193;FLOR DE FILIPINAS CORONITAS 25 PW;1;Caja;16,25
28194;FLOR DE FILIPINAS CORONAS 25 PW;1;Caja;16,25
28201;MOON HABANA TABAC DE PIPA 100 G;3;Lata;8,30
28280;MIRO GOLD SERIES 3 TOROS;3;Estuche;11,85
2831;BENSON & HEDGES GOLD;10;Cajetilla;7,90
28324;BARLOVENTO VIUDITA 10 PW;1;Caja;14,00
28325;BARLOVENTO ROBUSTO 10 PW;1;Caja;17,00
28326;BARLOVENTO CORONA 10 PW;1;Caja;16,00
28328;D.TOMAS CLASICO GRUESO 10 PW;1;Caja;53,00
28329;D.TOMAS CLASICO COLOSAL 10 PW;1;Caja;58,50
28344;MANITOU VIRGINIA SKY;10;Cajetilla;5,00
28362;MONTECRISTO MEDIAS CORONAS 25 PW;1;Caja;197,50
28372;ROYALE CASINO 10 ASES PW;10;Estuche;2,30
2841;L&M BLUE LABEL DURO;10;Cajetilla;5,85
28456;DAVIDOFF NICARAGUA DIADEMA 12 PW;1;Caja;279,60
28467;FERNANDO LEON FR CORONA GORDA 20 PW;1;Caja;112,00
28468;FERNANDO LEON FR FOUNDER CH.20 PW;1;Caja;110,00
28469;FERNANDO LEON FR GRAN TORO 20 PW;1;Caja;124,00
28471;FERNANDO LEON FR ROBUSTO 20 PW;1;Caja;116,00
28498;MANITOU VIRGINIA GOLD 30 GR;5;Bolsa;5,90
28499;CANDLELIGHT CORONA SUMATRA 25 PW;3;Lata;15,00
28508;DAVIDOFF WINSTON CH BELICOSO 4 PW;5;Lata;30,00
28509;DAVIDOFF WINSTON CH P. PANETELA 5 PW;5;Lata;35,00
2851;ROM Y JUL ROMEO N.2 TUBO (25);1;Caja;300,00
2852;ROM Y JUL ROMEO N.3 (25);1;Caja;232,50
28521;LUCKY STRIKE ENTUBAR 84 G;1;Bolsa;19,90
28527;BULLBRAND NEGRO DURO;10;Cajetilla;4,80
28528;MANITOU VIRGINIA SKY 30 G;5;Bolsa;5,90
28529;TRINIDAD VIGIA T (3) PW;1;Caja;165,00
28532;BARSDORF`S BEST. ORIG. BLEND 40 G PW;3;Bote;3,50
28538;CAMACHO TRIP MADURO ROBUSTO 20 PW;1;Caja;200,00
28540;SIGNATURE FILTER & BROWN 8;10;Caja;2,00
28542;LUCKY STRIKE TAB. VOLUMEN 53G;4;Lata;12,00
28598;DAVIDOFF ESCURIO GRAN TORO 4 PW;1;Estuche;82,80
28599;DAVIDOFF ESCURIO P. ROBUSTO 4 PW;1;Estuche;43,20
28600;DAVIDOFF ESCURIO ROBUSTO TUB 4 PW;1;Estuche;68,80
28601;DAVIDOFF ESCURIO P. ROBUSTO 14 PW;1;Caja;151,20
28603;DAVIDOFF ESCURIO GRAN TORO 12 PW;1;Caja;170,40
28658;LUCKY STRIKE COMPACT AMBER;10;Cajetilla;5,60
28682;ELIXYR 24 RED;8;Cajetilla;5,75
2872;DAVIDOFF CLASSIC;10;Cajetilla;6,40
2873;DAVIDOFF GOLD;10;Cajetilla;6,40
28735;BREAK ORIGINAL 17;10;Caja;2,90
28736;BREAK BLUE 17 PW;10;Caja;2,90
28737;EASTWOOD ORIGINAL BLEND 20 G;10;Bolsa;1,80
2876;ENTREFINOS MINI (20);10;Estuche;5,00
2884;MARLBORO RED DURO;10;Cajetilla;6,25
2885;MARLBORO RED BLANDO;10;Cajetilla;6,25
2886;MARLBORO GOLD DURO;10;Cajetilla;6,25
2891;TRINIDAD FUNDADORES       (24);1;Caja;1608,00
28942;MIRO CAPA NEGRA LONSDALE 20;1;Caja;60,00
28943;MIRO CAPA NEGRA MOMENTOS 20;1;Caja;64,00
28944;MIRO CAPA NEGRA TOROS 20;1;Caja;100,00
28959;BULLBRAND AB XL CIGAR 10;10;Caja;1,70
28960;BULLBRAND NEGRO XL CIGAR 10;10;Caja;1,70
28974;MACANUDO INSPIRADO MAREVAS 20 PW;1;Caja;92,00
29010;CAO OSA LOT T (25) PW;1;Caja;100,00
29012;LA AURORA 1903 EDF TREASURE 6 BOX;1;Caja;123,00
29013;GUANTANAMERA PURITOS (5)  PWF;10;Caja;3,75
29023;CUSANO SHORT ROBUSTO ND 16 PW;1;Caja;41,60
29025;CAMACHO ECUADOR TORO 20 PW;1;Caja;120,00
29032;VILLIGER GREEN MINI FILTER 20 PW;5;Estuche;5,00
29033;VILLIGER GOLD MINI FILTER 20 PW;5;Estuche;4,50
2905;MAC BAREN ORIGINAL CHOICE(40G);5;Bolsa;7,80
29053;BRIGG ORIGINAL 50 G LATA;1;Lata;3,60
29086;CLUBMASTER MINI BROWN 20 PW;10;Lata;4,70
29114;CAMACHO COROJO MACHITOS 6 PW;5;Estuche;18,00
29117;CAMACHO CRIOLLO MACHITOS 6 PW;5;Estuche;18,00
29119;AMIGOS AUTHENTIC 20 PW;10;Estuche;4,60
29121;ROLL´S EXCLUSIVE NEGRO 20 PW;10;Estuche;3,30
29173;CUSANO CONNECTICUT CORONA 16  PW;1;Caja;57,60
29177;LUCKY STRIKE XL TAB. VOL. 88 G;3;Lata;20,40
29198;MONTECRISTO PETIT N.2 T (3) PW;1;Estuche;57,00
29208;VEGAFINA NICARAGUA MINUTOS 8 PW;5;Lata;17,20
29210;ROTHMANS OF LONDON DS;10;Cajetilla;5,40
29221;CANDLELIGHT CORONA HAVANA FI25 PW;3;Lata;15,00
29281;BULLBRAND NEGRO 30 G;5;Bolsa;5,90
29282;MANITOU VIRGINIA FINE GREEN 30 G;5;Bolsa;6,50
29283;MANITOU VIRGINIA PINK 30 G;5;Bolsa;5,90
29284;MANITOU VIRGINIA GREEN 30 G;5;Bolsa;6,50
29300;AMSTERDAMER FINE CUT 30G;5;Bolsa;6,20
29301;AMSTERDAMER VIRGINIA BLEND 30 G;5;Bolsa;6,20
29311;WEST CIGARRITOS 17;10;Estuche;3,10
29314;H.MONTERREY EPICURE N.1 T (3) PW;1;Estuche;65,70
29401;BARSDORF`S BEST. ORI. BLEND 20 G PW;5;Bolsa;1,70
29402;BARSDORF`S BEST. BRIGHT VIRG 20 G PW;5;Bolsa;1,40
29425;GUAJIRO TARAJALES (50) PW;1;Estuche;16,50
29426;GUAJIRO CORTADOS (50) PW;1;Estuche;13,50
29441;MAC BAREN 7 SEAS ORIG BLEND 20 G PW;5;Bolsa;2,00
29443;SCAFERLATI CAPORAL 40 G;5;Bolsa;7,80
29444;ROYALE CASINO 5 ASES PW;10;Estuche;1,10
29457;VEGAFINA NICARAGUA ROBUSTO TUBE (20);1;Caja;126,00
29511;CUBERO ORIGINAL 10 PW;10;Caja;2,10
29513;CUBERO MINI RED FILTER 10 TPD;10;Caja;1,85
29520;DAVIDOFF NICARAGUA ROBUSTO BOX 12PRESSED;1;Caja;225,60
29521;DAVIDOFF NICARAGUA TORO BOX (4) PRESSED;1;Estuche;51,00
29522;DAVIDOFF NICARAGUA TORO BOX 12 PRESSED;1;Caja;157,20
29536;BIG BEN CLASSIC MIXTURE 100 G PW;1;Lata;7,00
29545;CROSSROAD RYO GOLD 30 G TPD;5;Bolsa;6,60
29546;CROSSROAD RYO ORIGINAL 30 G TPD;5;Bolsa;6,60
29547;CROSSROAD RYO VIRGINIA 30 G TPD;5;Bolsa;6,60
29553;BIG BEN CLASSIC GREEN 25 G PW;10;Bolsa;2,00
29557;PARTAGAS SERIE PURITOS 5 PW F;10;Caja;7,75
29593;BAKERSTREET 104 (50 G);6;Lata;3,80
29595;MONTE NEGRO BUCANEROS MINI 10 PW;10;Estuche;2,00
29613;BRANIFF NEGRO FILTRO 100 (17) PW;10;Estuche;2,90
29614;BRANIFF A B FILTER 100 (17) PW;10;Estuche;2,90
29644;LUCKY STRIKE RED 100´S;10;Cajetilla;5,35
29707;MONTE NEGRO SUBLIMES 2 (24) PW;1;Caja;60,00
29708;HAMPTON 20 G;10;Bolsa;1,70
29709;HAMPTON 30 G;10;Bolsa;2,65
29929;PUEBLO BLUE 100 G;1;Lata;23,60
29963;DAVIDOFF CHEFS EDITION 10;1;Caja;210,00
29969;NEOS MINI RED 20 TPD;10;Caja;5,00
29996;D.TOMAS NICARAGUA LINDOS 25 PW;1;Caja;92,50
29997;D.TOMAS NICARAGUA TORO 10 PW;1;Caja;53,00
30109;LA AURORA 1495 ROBUSTO GB 20;1;Caja;155,00
30187;D.TOMAS NICARAGUA ROTHSCHILD25;1;Caja;101,25
30197;LUCKY STRIKE LIAR Y ENTUBAR 30 G;10;Bolsa;6,80
30198;LUCKY STRIKE PARA LIAR 30 G;6;Bolsa;7,00
30218;FLANDRIA ENGLISH VIRGINIA 30 G TPD;10;Bolsa;6,20
30219;FLANDRIA NEGRO 30 G TPD;10;Bolsa;6,20
30220;FLANDRIA SAUVAGE 30 G TPD;10;Bolsa;6,20
30221;FLANDRIA VIRGINIA 30 G TPD;10;Bolsa;6,20
30222;FLANDRIA WILD 30 G TPD;10;Bolsa;6,20
30234;CHESTERFIELD CIG TOBACCO 30 G;10;Bolsa;7,10
30271;DAVIDOFF ESCURIO CORONA GORDA 4;1;Estuche;68,80
30272;DAVIDOFF ESCURIO CORONA GORDA 12 PW;1;Caja;146,40
