codigo;descripcion;unidades;um;precio
3503208;MANITOU VIRGINIA PINK 50 GR TT;4;Bote;9,70
3503216;MOON HABANA ESPECIAL MIXTURE 20 G;10;Bolsa;1,80
3503217;MOON HABANA EXCLUSIVE MIXTURE 20G;10;Bolsa;1,80
3503218;FLOR DE FILIPINAS CORONITAS 5 TPD;5;Caja;2,25
3503220;FLOR DE FILIPINAS ROBUSTO 3 TPD;5;Caja;1,45
3503296;KINGSTON RED 10 GR;10;Bolsa;1,00
3503297;REDFIELD GREEN 20 GR;10;Bolsa;1,80
3503323;NEWS 30 G;10;Bolsa;5,85
3503324;NEWS&CO ROUGE 100'S (20);10;Cajetilla;4,80
3503325;NEWS&CO ROUGE 30;8;Cajetilla;8,20
3503327;REIG XS BLUE (4);10;Estuche;1,20
3503328;REIG XS BLUE (15);10;Estuche;4,30
3503375;BULLBRAND WHITE FILTER CIGARS 20;10;Caja;2,70
3503508;REDFIELD 200 G TT;1;Bote;39,50
3503516;MONTE NEGRO ROBUSTO CUBAN SEEDS 5 TPD;5;Estuche;10,00
3503518;MONTE NEGRO ROBUSTO NICARAGUA 5 TPD;5;Estuche;10,00
3503519;MONTE NEGRO ROBUSTO R. DOMINICA 5 TPD;5;Estuche;10,00
3503590;ADALYA BLACK LEM BRY 50 G TPD;10;Caja;3,85
3503592;ADALYA BLACK CANE MNT 50 G TPD;10;Caja;3,85
3503595;ADALYA BLACK PYCH 50 G TPD;10;Caja;3,85
3503667;PUNCH SHORT DE PUNCH 10 TPD;1;Caja;186,00
3503671;CAO CHAMPION SAMPLERS 10 TPD;1;Caja;76,00
3503885;VEGAFINA 1998 VF 50 (10) TPD;1;Caja;60,00
3503886;VEGAFINA 1998 VF 52 (10) TPD;1;Caja;66,00
3503887;VEGAFINA 1998 VF 54 (10) TPD;1;Caja;72,00
3503935;INDEPENDENCE TUBOS ORIGINAL (20) TPD;1;Estuche;39,00
3503936;MAYA VIRGINIA (30 G) IP;10;Bolsa;5,65
3504071;ADALYA BLUE DRAGAN 50 G TPD;10;Caja;3,85
3504072;ADALYA PARADISO I`SS 50 G TPD;10;Caja;3,85
3504073;ADALYA THREE ANGELS 50 G TPD;10;Caja;3,85
3504090;AMSTERDAMER ESSENTIAL 20 G TPD;5;Bolsa;1,50
3504115;AMBER LEAF TABACO VIRGINIA 30G;5;Bolsa;6,80
3504215;BULLBRAND GOLD FILTER CIGARS OP 20;10;Estuche;2,50
3504217;BURTON ORIGIN RED FILTER 17 TPD;10;Estuche;2,30
3504221;HORIZON 100 G;3;Lata;22,65
3504266;CAO HOMMAGE TO NICARAGUA 10 TPD;1;Caja;120,00
3504352;LA AURORA HORS D´AGED 2018 G. TORO JARRA;1;Caja;420,00
3504374;MONTE NEGRO 15 MINUTOS 10 TPD;1;Estuche;14,00
3504375;MONTE NEGRO MINI TORPEDO 10 TPD;1;Estuche;15,00
3504376;MONTE NEGRO PETIT ROBUSTO TPD 10;1;Estuche;15,00
3504377;MONTE NEGRO TORO 10 TPD;1;Estuche;20,00
3504378;MONTE NEGRO GORDO 10 TPD;1;Estuche;21,00
3504403;MACANUDO HERITAGE NUEVO TORO (10);1;Caja;120,00
3504404;CAO ORELLANA TORO (20);1;Caja;170,00
3504406;PETERSON EARLY MORNING 50G TPD;5;Lata;13,00
3504407;PETERSON MY MIXTURE 965 50G TPD;5;Lata;13,00
3504408;PETERSON NIGHTCAP 50 GR TPD;5;Lata;13,00
3504409;PETERSON STANDARD MIXTURE 50G TPD;5;Lata;13,00
3504415;1637 BLOND 40 G;5;Bolsa;9,50
3504459;MARLBORO RED KS 22;20;Cajetilla;6,70
3504502;DAVIDOFF EXCLUSIVE MADRID 2019 (10) TPD;1;Caja;250,00
3504503;DAVIDOFF EXCLUSIVE BARCELONA 2019 (10);1;Caja;250,00
3504507;QUAI D'ORSAY SENADORES (25)TPD;1;Caja;1495,00
3504512;H. UPMANN REGALIAS (5) TPD;1;Estuche;59,50
3504514;H.MONTERREY SOUVENIR LUXE (5) TPD;1;Caja;59,50
3504515;JOSE L. PIEDRA P. CAB (12) TPD;1;Caja;31,20
3504516;JOSE L. PIEDRA P. CAB (3) TPD;5;Caja;7,80
3504519;PARTAGAS CAPITOLS (5) TPD;1;Caja;59,50
3504520;RAMON ALLONES ALLONES Nº 2 (10) TPD;1;Caja;536,00
3504522;ROM Y JUL  CLUB KINGS (5) TPD;1;Caja;59,50
3504590;REDFIELD RED 100 G;1;Lata;7,90
3504599;LA AURORA 115 ED HUMIDOR TORO 30 TPD;1;Caja;411,00
3504650;ADALYA MOON DREAM 50 G TPD;10;Caja;3,85
3504651;ADALYA ADALYA POWER 50 G TPD;10;Caja;3,85
3504652;ADALYA PASSION KIZZ 50 G TPD;10;Caja;3,85
3504659;CAMACHO LIBERTY 2019 (20);1;Caja;300,00
3504668;HOOKAIN WHITE (50 G);6;Bote;4,80
3504669;HOOKAIN BIG BLACK BARRIES 50 G TPD;6;Bote;4,80
3504670;HOOKAIN C C C 50 G;6;Bote;4,80
3504672;HOOKAIN LEMENCIAGA 50 G TPD;6;Bote;4,80
3504674;HOOKAIN PUNANI 50 G TPD;6;Bote;4,80
3504675;HOOKAIN SOLEIRO SPLIFF 50 G TPD;6;Bote;4,80
3504698;SIGNATURE FINOS FILTER GREEN (10) TPD;10;Estuche;2,50
3504783;DANNEMANN MINI MOODS 4 TPD;10;Estuche;1,40
3504784;DANNEMANN MOODS FILTER 4 TPD;10;Estuche;1,40
3504835;DAVIDOFF YEAR OF THE RAT (10) TPD;1;Caja;256,00
3504837;QUAI D'ORSAY N.50 (25) TPD;1;Caja;370,00
3504839;H.MONTERREY H. RIO SECO (25) TPD;1;Caja;645,00
3504853;MACANUDO GRAN RESERVA EL 2020 (8) TPD;1;Caja;120,00
3504859;SIGNATURE FINOS FILTER HINDUSTAN 10 TPD;10;Estuche;2,00
3505079;CAO SESSION GARAGE 20 WB ES TPD;1;Caja;144,00
3505080;CAO SESSION SHOP 20 WB ES TPD;1;Caja;164,00
3505096;CAMEL PICADURA LIAR/ENTUBAR 65G;3;Lata;15,70
3505098;F.T.PARTAGAS ARISTOCRATS (25) TPD;1;Estuche;182,50
3505100;HOOKAIN WHITE (200 G);1;Bote;16,95
3505101;HOOKAIN BIG BLACK BARRIES 200 G TPD;1;Bote;16,95
3505102;HOOKAIN C C C (200 G);1;Bote;16,95
3505104;HOOKAIN LEMENCIAGA 200 G TPD;1;Bote;16,95
3505154;HOOKAIN BUBBLENCIAGA 50G TPD;6;Bote;4,80
3505155;HOOKAIN CACTOPUS 50G TPD;6;Bote;4,80
3505156;HOOKAIN GREEN LEAN 50G TPD;6;Bote;4,80
3505157;HOOKAIN KAFFA YAYO 50G TPD;6;Bote;4,80
3505162;CALYPSO DANN. MINI MOODS FIL (20);10;Caja;6,50
3505195;ALLURE LILAC (40);6;Cajetilla;9,60
3505196;ALLURE WHITE (40);6;Cajetilla;9,60
3505197;MACANUDO INSPIRADO GREEN ROBUSTO 25 TPD;1;Caja;155,00
3505198;MACANUDO INSPIRADO GREEN TORO 25 WB TPD;1;Caja;165,00
3505199;MONTE NEGRO ENORME 5 TPD;1;Estuche;11,00
3505200;MONTE NEGRO MAGNUM 10 TPD;1;Estuche;19,00
3505201;HAMPTON PIPE'S TOBACCO 150 G TPD;1;Bote;11,50
3505294;LA AURORA 107 NICARAGUA ROBUSTO (20);1;Caja;137,00
3505295;LA AURORA 107 NICARAGUA TORO (20);1;Caja;153,00
3505297;ADALYA VAN 50G   A TPD;10;Caja;3,85
3505298;ADALYA I´SS KAKTU 50 G TPD;10;Caja;3,85
3505368;ERASMUS HOOTSUITE  (50 G) TPD;10;Caja;3,75
3505369;ERASMUS CHUNKY MONKEY (50 G) TPD;10;Caja;3,75
3505371;ADALYA M.M 50G TPD;10;Caja;3,30
3505372;ADALYA TWO YELLOW I´SS 50G TPD;10;Caja;3,85
3505374;NEO CLASSIC TOBACCO;10;Cajetilla;4,00
3505377;LA AURORA 1985 MADURO GRAN TORO (20);1;Caja;134,00
3505378;LA AURORA 1985 MADURO ROBUSTO (20);1;Caja;119,00
3505382;AVO SYNCRO NICARAGUA ROBUSTO TUB 20 TPD;1;Caja;158,00
3505383;AVO SYNCRO RITMO TORO TUBO 20 TPD;1;Caja;178,00
3505384;AVO SYNCRO RITMO ROBUSTO TUB 20 TPD;1;Caja;166,00
3505385;CAMACHO DIPLO SP SEL ROBUSTO BLACK 18;1;Caja;324,00
3505610;LUCKY STRIKE SILVER BAY;10;Cajetilla;5,75
3505640;AUSTIN SILVER SUPERSLIMS;10;Cajetilla;4,70
3505687;MACANUDO INSPIRADO BLACK ROBUSTO 20 TPD;1;Estuche;132,00
3505688;MACANUDO INSPIRADO BLACK TORO 20 TPD;1;Estuche;142,00
3505701;HAMPTON  PIPES´S GREEN 30G TPD;10;Bolsa;3,30
3505707;TOSCANELLO CASTANO 5 TPD;10;Estuche;4,90
3505708;TOSCANELLO GIALLO 5 TPD;10;Estuche;4,90
3505737;CAMEL PICADURA LIAR/ENTUBAR 43G;4;Lata;10,20
3505738;CAMEL BLUE PICADURA LIAR O ENTUBAR 43G;4;Lata;10,20
3505749;JPS LIAR/ENTUBAR 137 G;1;Bolsa;32,00
3505786;ADALYA MOON DREAM 200 GR;1;Lata;14,00
3505787;ADALYA CHWNG WOOD KIZZ 200G;1;Lata;14,00
3505788;ADALYA WATERLOO KIZZ 200G;1;Lata;14,00
3505789;ADALYA GIPSY KINGS 200G;1;Lata;14,00
3505790;ADALYA BLUE YELLOW 200 G;1;Lata;14,00
3505791;ADALYA BLUE I'SS 200 GR;1;Lata;14,00
3505840;BLUE HORSE MI AMOR 50 G TPD;10;Caja;3,85
3505924;MISSISIPI ORIGINAL 20 G;10;Bolsa;1,70
3506030;MISSISIPI  BROWN 100 G;2;Bote;6,40
3506060;MONTECRISTO SHORT 10;10;Caja;13,00
3506098;W.O.LARSEN EDITION 2021 100G TPD;3;Lata;20,00
3506123;HOOKAIN FELLATIO 50G TPD;6;Bote;4,80
3506124;HOOKAIN JIZZY PIA 50G TPD;6;Bote;4,80
3506126;HOOKAIN KIVY KING 50GR TPD;6;Bote;4,80
3506128;HOOKAIN LAOZ 50G TPD;6;Bote;4,80
3506129;HOOKAIN PINK LEMENCIAGA 50G TPD;6;Bote;4,80
3506133;BURTON RED XL CIGAR 10 TPD;10;Estuche;1,70
3506135;D.TOMAS COROJO 554 (20);1;Caja;91,00
3506136;D.TOMAS COROJO 660 (20);1;Caja;104,00
3506137;CAMEL PICADURA LIAR/ENTUB 30 G;5;Lata;7,10
3506160;AL FAKHER IVORY GOLD 100 GR TPD PL;3;Caja;9,95
3506161;AL FAKHER POLAR FREEZE 100 GR TPD PL;3;Caja;9,95
3506164;HORIZON VIRGINIA WHITE 30G;10;Bolsa;6,20
3506167;HOOKAIN CHERI ZKITTLEZ 50 G TPD;6;Bote;4,80
3506185;QUAI D'ORSAY N.54 (25) TPD;1;Caja;525,00
3506226;NEO TERRACOTTA TOBACCO (20);10;Cajetilla;4,00
3506267;CAMACHO LIBERTY 2020 (20);1;Caja;318,00
3506281;HOOKAIN BUBBLENCIAGA 200 G TPD;1;Bote;16,95
3506282;HOOKAIN GREEN LEAN 200 G TPD;1;Bote;16,95
3506348;LA AURORA 1495 SUMO TORO GB (20);1;Caja;168,00
3506350;LA AURORA FAMILY R. F. LEON ED 15;1;Caja;208,50
3506351;LA AURORA HORS D´AGED 2020 (15);1;Caja;210,00
3506352;LA AURORA HORS D'AGE 2020 G.TORO 30 JARR;1;Caja;420,00
3506355;LO MEJOR DE LA AURORA 5;1;Caja;54,00
3506378;BLUE HORSE MI AMOR 200 G TPD;1;Lata;14,00
3506379;BLUE HORSE THE COLDEST GREEN 200G TPD;1;Lata;14,00
3506434;ADALYA TONY'S DESTINY 50 G TPD;10;Caja;3,85
3506435;ADALYA PYCH BLUE KIZZ 50 G TPD;10;Caja;3,85
3506436;ADALYA RHAPSODY 50 G TPD;10;Caja;3,85
3506503;DAVIDOFF SPECIAL 53 LE 2020 (10);1;Caja;220,00
3506505;DAVIDOFF ROBUSTO INTENSO LE 2020 (10);1;Caja;210,00
3506511;JPS LIAR / ENTUBAR (420 G);1;Bote;93,80
3506516;CAMACHO NICARAGUA ROBUSTO 20;1;Caja;164,00
3506517;CAMACHO NICARAGUA G. CHURCHILL 20;1;Caja;210,00
3506569;DAVIDOFF MILLENNIUM ROBUSTO TUBOS (3);1;Estuche;72,60
3506570;DAVIDOFF MILLENNIUM SHORT ROBUSTO (4);1;Estuche;73,60
3506631;FLANDRIA VIRGINIA VENDING 30G TT;5;Bolsa;6,20
3506685;FORTUNA PARA LIAR/ENTUBAR 190 G;1;Bote;44,55
3506692;DAVIDOFF TUBOS SELECTION WHITE (3);1;Estuche;59,20
3506729;DAVIDOFF MASTER SELECTION EDT 2012 (10);1;Caja;310,00
3506731;CAO VISION CHURCHILL 20;1;Caja;350,00
3506733;SILENCIO RED DOT CHURCHILL 25;1;Caja;340,00
3506734;SILENCIO RED DOT ROBUSTO 25;1;Caja;312,50
3506897;DUCADOS RUBIO 190 G;1;Bote;44,55
3506911;TOSCANINO GIALLO 10 TPD;10;Estuche;2,95
3506912;TOSCANINO ROSSO 10 TPD;10;Estuche;2,95
3506913;TOSCANINO 10 TPD;10;Estuche;2,95
3506920;DANNEMANN MOODS SILVER 10;10;Caja;3,50
3506921;DANNEMANN MOODS FILTER BAHIA 20;10;Caja;6,50
3506922;DANNEMANN MOODS FILTER BAHIA 10;10;Caja;3,50
3506957;BLUE HORSE TOKYO DESIRE 50G TPD;10;Caja;3,85
3506958;BLUE HORSE VENEZIA SERENATA 50G TPD;10;Caja;3,85
3506959;ADALYA EXOTIC RUSH 50 G TPD;10;Caja;3,85
3506960;ADALYA RED ALERT I´SS (50g) TPD;10;Caja;3,85
3506961;ADALYA TWIST PI 50 G TPD;10;Caja;3,30
3506962;CAO BONES BLIND HUGUIE 20 TPD;1;Caja;150,00
3506963;CAO BONES CHICKEN FOOT 20 TPD;1;Caja;140,00
3506964;CAO ZOCALO TORO 20 TPD;1;Caja;158,00
3507038;MADDOX2 RED (20);10;Cajetilla;4,50
3507043;H. UPMANN CONNOSSIEUR Nº 2 (25) TPD;1;Caja;502,50
3507112;HOOKAIN ZENTER SCHOX 50 G TPD;6;Bote;4,80
3507113;HOOKAIN MEGA LOCO (50 G);6;Bote;4,80
3507116;LA ESTRELLA SOLAR ROBUSTO 20 TPD;1;Caja;61,00
3507117;LA ESTRELLA SOLAR GIGANTE 20 TPD;1;Caja;71,00
3507144;LUCKY STRIKE XL 28;8;Cajetilla;7,60
3507148;PALMERITOS SEÑORITAS MAZO 25 UDS;1;Estuche;10,00
3507149;PALMERITOS BREVAS MAZO 50 UDS;1;Estuche;30,00
3507150;PALMERITOS BREVAS DISPLAY (150);1;Unidad;90,00
3507151;WTF! NYC SHISHARILLOS (20);5;Lata;5,70
3507152;WTF! RIO SHISHARILLOS (20);5;Lata;5,70
3507153;WTF! SHEEESH SHISHARILLO (20) TPD SUP;5;Lata;5,70
3507312;LUCKY STRIKE ECLIPSE;10;Cajetilla;5,60
3507315;LA FLOR DE CANO ELEGIDOS (10 ) TPD;1;Caja;67,00
3507351;NEWS&CO FRESH (20);10;Cajetilla;5,40
3507352;DUCAL BLUE;10;Cajetilla;4,85
3507398;WEST ROJO (22);10;Cajetilla;5,50
3507435;MARLBORO CRAFTED SELECTION 90G;3;Lata;20,90
3507437;MACANUDO INSPIRADO WHITE ROTHSCHILD 20;1;Estuche;110,00
3507470;JPS LIAR/ENTUBAR (900 G);1;Lata;201,00
3507507;POR LARRAÑAGA GALANES (10) TPD;1;Caja;118,00
3507717;ADALYA PUNKMAN 50G TPD A;10;Caja;3,85
3507718;ADALYA LA BONITA 50 G A;10;Caja;3,85
3507719;ADALYA JUNGLE JUNGLE 50G TPD A;10;Caja;3,85
3507720;ADALYA KROSTY APP 50G TPD A;10;Caja;3,30
3507721;ADALYA CINDY´S  50G TPD A;10;Caja;3,85
3507722;ADALYA DESPERADO 50G TPD A;10;Caja;3,85
3507723;ADALYA DULCINEA 50G TPD A;10;Caja;3,85
3507724;ADALYA ESMERALDA 50G TPD A;10;Caja;3,85
3507737;BLUE HORSE STRANGERS IN THE NIGHT 50GTPD;10;Caja;3,30
3507739;BLUE HORSE RIO KISS 50G TPD A;10;Caja;3,30
3507740;BLUE HORSE PARIS ROMANTIQUE 50G TPD A;10;Caja;3,30
3507750;NATIVO 20G TPD;10;Bolsa;1,45
3507775;MANITOU VIRGINIA PINK 100 GR TT S2;3;Bote;19,00
3507776;MANITOU VIRGINIA GREEN 100 GR TT S2;3;Bote;21,00
3507779;DAVIDOFF WINSTON CH LE 2021 TORO 10;1;Estuche;215,00
3507780;ZINO NICARAGUA ROBUSTO (4);1;Estuche;23,60
3507781;ZINO NICARAGUA ROBUSTO (25);1;Caja;147,50
3507782;ZINO NICA SHORT TORPEDO (4);1;Estuche;22,40
3507783;ZINO NICARAGUA  SHORT TORPEDO (25);1;Caja;140,00
3507784;ZINO NICARAGUA TORO  (4);1;Estuche;27,60
3507785;ZINO NICARAGUA TORO (25);1;Caja;172,50
3507815;KINGSTON RED 100 G TPD;1;Lata;7,90
3507816;CAO HOMMAGE TO PILON TORO BOX 20 TPD;1;Caja;210,00
3507817;SIOUX ORIGINAL RED 100G LATA TPD;2;Lata;7,60
3507818;LA AURORA 107 NICARAGUA TRAINING KIT 5;1;Caja;42,00
3507822;PANTER POCKET RED 20 TPD;5;Lata;4,00
3507823;PANTER POCKET BLUE 20 TPD;5;Lata;4,00
3507828;MOON HABANA LUXURY  60 G TPD;1;Lata;5,70
3507835;NOBEL 22;10;Cajetilla;6,10
3507884;HOOKAIN KAFFA YAYO 200 G TPD;1;Bote;16,95
3507886;HOOKAIN MILLIONAIR 50 G TPD;6;Bote;4,80
3507887;HOOKAIN HIJO DE PRUT 50 G TPD;6;Bote;4,80
3507888;PANTER MINI FILTER GREEN 20;10;Lata;5,30
3507892;ELIXYR OPTIMAL CUT 250G (250 g);1;Lata;44,90
3507951;BIG BEN PIPE 200G;1;Lata;13,90
3507956;KING STORM 100'S;10;Cajetilla;5,00
3508058;MACANUDO INSP. BRAZILIAN SHADE (10);1;Caja;89,00
3508217;AQM BLACK BOX 50G TPD A;10;Caja;3,85
3508218;AQM GOLDEN ANNA 50G TPD A;10;Caja;3,85
3508219;AQM VIOLET DREAM 50G TPD A;10;Caja;3,30
3508220;AQM PURPLE TEENY 50G TPD A;10;Caja;3,30
3508221;AQM FANEX 50G TPD A;10;Caja;3,85
3508222;AQM RED FALL 50G TPD A;10;Caja;3,85
3508223;AQM KAMASUTRA 50G TPD A;10;Caja;3,85
3508224;AQM BLACK&WHITE 50G TPD A;10;Caja;3,30
3508229;AQM GREEN LEO 50G TPD A;10;Caja;3,85
3508230;LA FLOR DE CANO ELEGIDOS (3 ) TPD;1;Caja;20,10
3508231;AQM RED BALLS 50G TPD A;10;Caja;3,85
3508232;AQM ZERO 50G TPD A;10;Caja;3,85
3508233;AQM BABBEL 50G TPD A;10;Caja;3,30
3508234;MONTECRISTO WIDE EDMUNDO (10) TPD;1;Caja;263,00
3508235;MONTECRISTO WIDE EDMUNDO (25) TPD;1;Caja;657,50
3508237;PUNCH TRIUNFOS (5) TPD;1;Caja;59,50
3508238;QUAI D'ORSAY N.52 (10) TPD;1;Caja;227,00
3508240;RAFAEL GONZ. CORONAS DE LONSDALES 10 TPD;1;Caja;96,00
3508241;RAMON ALLONES Nº3 (10) TPD;1;Caja;222,00
3508305;HOOKAIN LAOZ 200 G TPD;1;Bote;16,95
3508307;HOOKAIN WHITE (950 G);1;Bote;75,00
3508335;DEL MAR NORTH BLUE  20 G TPD;10;Bolsa;1,70
3508338;DEL MAR SOUTH RED 20 G TPD;10;Bolsa;1,70
3508485;TARIFA SHISHA BIKINI  (50 G) TPD;10;Caja;3,50
3508486;TARIFA SHISHA DEMBOW (50 G) TPD;10;Caja;3,50
3508488;TARIFA SHISHA MALONE (50 G) TPD;10;Caja;3,50
3508489;TARIFA SHISHA PECADO (50 G) TPD;10;Caja;3,50
3508491;TARIFA SHISHA ARCTIC FLOW (50 G) TPD;10;Caja;3,50
3508776;GOLDEN VIRGINIA 5x50 G (50 G);5;Bolsa;15,50
3508834;MARLBORO CRAFTED KSB (20);10;Cajetilla;5,10
3508839;JPS AB BLUE STREAM 100S (20);10;Cajetilla;5,50
3508998;W.O.LARSEN EDITION 2022 100G TPD;3;Lata;20,10
3509033;CAMACHO LIBERTY 2021 LE (20);1;Caja;312,00
3509167;BRANIFF PLATINUM FILTER 100 (17) SUP;10;Estuche;2,90
3509168;BRANIFF LINEA D'ORO PLATINUM (ENV 17);10;Estuche;2,60
3509196;J.CORTES MINI DOMINICAN (20);5;Lata;11,50
3509197;J.CORTES MINI HONDURAS (20);5;Lata;11,50
3509283;DIPLOMATICOS COL PRIV II 10 TPD;1;Caja;215,00
3509355;MANITOU VIRG GREEN&VIRGINIA EX F.GRE DIS;1;Unidad;97,00
3509363;TEREA AMBER;10;Cajetilla;5,00
3509364;TEREA YELLOW;10;Cajetilla;5,00
3509365;TEREA TURQUOISE;10;Cajetilla;5,00
3509366;TEREA SIENNA;10;Cajetilla;5,00
3509368;TEREA RUSSET;10;Cajetilla;5,00
3509370;WEST BLUE 100 (20);10;Cajetilla;5,00
3509439;HOOKAIN X-TREME BLU BAY 50 G TPD;6;Bote;4,80
3509440;HOOKAIN GREEN CRACK 50G TPD;6;Bote;4,80
3509441;HOOKAIN WHITE BROWN 50 G TPD;6;Bote;4,80
3509452;APACHE HB RED (20);10;Cajetilla;4,50
3509473;NEWMINSTER NEGRO 10x20 SUP;10;Estuche;2,80
3509474;NEWMINSTER NEGRO 100´s (17) SUP;10;Estuche;2,80
3509484;EASTWOOD ORIGINAL BLEND 200 G TPD;1;Lata;15,75
3509485;EASTWOOD VIRGINIA BLEND 100 G TPD;1;Lata;7,90
3509653;WTF! SHISHARILLO 400 DIP;1;Unidad;114,00
3509673;BULLBRAND WHITE/GOLD F.C MIXED DISP 200;1;Unidad;26,00
3509675;BURTON ORIGIN RED FILTER 17 DISPLAY 170;1;Unidad;23,00
3509757;NUSO BROWN (20);10;Cajetilla;3,00
3509760;CAO MORTAL COIL TORO LE 20 ES;1;Caja;200,00
3509761;MACANUDO INSPIRADO ORANGE GIGANTE 20;1;Caja;130,00
3509762;MACANUDO INSPIRADO ORANGE ROBUSTO 20;1;Caja;118,00
3509763;SILENCIO BLACK GIGANTE 25 ES;1;Caja;337,50
3509764;SILENCIO BLACK SUPREMO 25 ES;1;Caja;325,00
3509784;MANITOU NATIVO BLEND NO.5 BLUE (20);10;Cajetilla;4,80
3509791;CAMEL FILTER 23s;10;Cajetilla;6,60
3509794;NOBEL 30 GR;10;Bolsa;7,10
3509881;DAVIDOFF YEAR OF THE TIGER(10);1;Caja;330,00
3509886;JOSE L. PIEDRA PET. CAZ 12 TPD;1;Caja;22,80
3509905;STANLEY ORIGINAL BLEND 20 G;10;Bolsa;1,50
3509906;STANLEY ORIGINAL BLEND 100G;1;Lata;7,50
3509907;STANLEY ORIGINAL BLEND 999G;1;Lata;69,00
3509908;STANLEY ORIGINAL BLEND 380G;1;Bote;69,00
3509934;FAIRGREEN ARTESANO CLASSIC 30G TT;5;Bolsa;5,50
3509935;FAIRGREEN ARTESANO FINE 30G TT;5;Bolsa;5,50
3510064;WHIM 30G;10;Bolsa;5,50
3510085;LUCKY STRIKE XL 23;10;Cajetilla;6,15
3510094;TOSCANO MASTER AGED SERIE 1 (30);1;Caja;135,00
3510095;TOSCANO MASTER AGED SERIE 2 (30);1;Caja;135,00
3510096;TOSCANO MASTER AGED SERIE 3 (30);1;Caja;135,00
3510098;TEREA TEAK;10;Cajetilla;5,00
3510106;DUCADOS DARK BLUE 22;10;Cajetilla;6,80
3510107;WEST 67G EL;3;Lata;15,15
3510108;WEST 83G EL;1;Bolsa;18,85
3510116;HOOKAIN WHITE BROWN 200 G TPD;1;Bote;16,95
3510149;DUCADOS RUBIO EXTRA 22;10;Cajetilla;5,50
3510254;REIG 1 (4);10;Estuche;1,30
3510271;DUCADOS RED EXTRA (20);10;Cajetilla;5,10
3510286;KING STORM;10;Cajetilla;5,00
3510296;JOCKEY ORIGINAL RED 200G;1;Bote;14,95
3510315;DAVIDOFF ROYALTY;5;Lata;17,20
3510555;VEGAFINA NICARAGUA GRAN VULCANO (10);1;Caja;65,00
3510576;VEGAFINA 1998 VF46 (10);1;Caja;63,00
3510588;AMERICAN SPIRIT ORIGINAL ORANGE 30GR;5;Bolsa;6,90
3510612;DAVIDOFF W.CH LE 2022 PERFECT (10);1;Caja;243,00
3510624;PANTER POCKET FILTER SWIRL RED (10);10;Caja;2,20
3510625;PANTER POCKET FILTER SWIRL BRONZE (10);10;Caja;2,20
3510626;SIGNATURE FINOS FILTER BEIGE (20);5;Caja;4,40
3510631;WEST FC LOTE;1;Unidad;80,00
3510633;LA ESTRELLA POLAR ROTHSCHILD 20;1;Caja;55,00
3510638;JPS FRESH KS BOX (20);10;Cajetilla;5,50
3510659;ALLURE TABAC  (40);6;Cajetilla;9,60
3510695;SHISHA KARTEL PLATA O PLOMO 50G TPD F;10;Caja;4,95
3510696;SHISHA KARTEL CAPO DEI CAPI 50G TPD F;10;Caja;4,95
3510706;JOCKEY ORIGINAL RED 100G;2;Lata;7,60
3510708;FAIRGREEN MIXED 2 X 5 DIS;1;Unidad;55,00
3510721;JOSE L. PIEDRA CAZADORES (12)TPD;1;Caja;26,40
3510723;JOSE L. PIEDRA CONSERVAS(12) TPD;1;Caja;26,40
3510729;SAN PEDRO D MACORIS ECUAD PERLA 20 WB ES;1;Caja;69,00
3510730;SAN PEDRO D MACORIS ECUA ROBUST 20 WB ES;1;Caja;81,00
3510744;ADALYA CHWNG WATERLOO 50G A;10;Caja;3,85
3510745;ADALYA APPGRADE 50G A;10;Caja;3,85
3510746;ADALYA BLUE LYCH 50G A;10;Caja;3,85
3510765;HANDELSGOLD BLOND CIGARRITOS 5 TPD;10;Estuche;1,20
3510766;HANDELSGOLD CLASSIC CIGARRITOS 5 TPD;10;Estuche;1,20
3510767;LEON JIMENES PRESTIGE ROBUSTO TUB 10;1;Caja;72,00
3510768;LEON JIMENES CONNECTICUT ROBUSTO (25);1;Caja;142,50
3510772;LUCKY STRIKE TWIST (20);10;Cajetilla;5,60
3510831;REIG PLATINUM FILTER (10) SUP;10;Estuche;3,30
3510832;REIG PLATINUM FILTER (4) SUP;10;Estuche;1,40
3511097;DENIM CRYSTAL PURPLE FILTER CIGAR 17 TPD;10;Estuche;2,50
3511098;DENIM ARCTIC BLUE FILTER CIGAR (17) SUP;10;Estuche;2,50
3511099;DENIM FROZEN GREEN FILTER CIGA17 TPD SUP;10;Estuche;2,50
3511106;MANITOU NATIVO DISPLAY;1;Unidad;96,00
3511107;HORIZON BLOND 40 GR;10;Bolsa;8,90
3511114;L&B BLUE FUSION (20);10;Cajetilla;6,75
3511115;RICHMOND SUPERKINGS GREEN FILTER;10;Cajetilla;7,15
3511126;AUSTIN RED 22 (22);8;Cajetilla;5,10
3511127;DUCAL RED 22 (22);8;Cajetilla;5,10
3511194;KASTEELHEER (10);10;Estuche;2,40
3511195;KEOPS ORIGINAL BLEND 100G;1;Lata;7,60
3511210;MACANUDO INSPIRADO LIMITED ED 2022 (10);1;Caja;100,00
3511216;HORIZON CRAFTED 30G;10;Bolsa;6,80
3511229;NEWS SELECTION;10;Cajetilla;5,75
3511231;LA AURORA 107 NICARAGUA BELICOSO (20);1;Caja;159,00
3511232;LA AURORA PURO VINTAGE 2008 (8);1;Caja;118,40
