codigo;descripcion;precio;unidades;um
31484;H. UPMANN MAGNUM 54  T (3)  PW;63.60;1;Estuche
31486;F.T.PARTAGAS SERIE E N.2  T (3) PW;82.50;1;Estuche
31511;VEGAFINA EXTRAMINI XS 20;4.70;5;Lata
31518;DAVIDOFF ANIV ENTREACTO702 SER (20);150.00;1;Caja
31523;DAVIDOFF SIGNATURE Nº2 702 SERIES (5);85.00;1;Estuche
31561;PETERSON IRISH DEW 40 G TPD;4.90;5;Bolsa
31562;PETERSON 1865 MIXTURE 100 G TPD;20.00;1;Lata
31564;HANDELSGOLD CLASSIC CIGARRITOS 4 TPD;0.80;10;Estuche
31565;HANDELSGOLD BLOND CIGARRITOS 4 TPD;0.80;10;Estuche
31600;LA AURORA CAM.1903 ROBUS LUX TUB 20;88.00;1;Caja
31601;LA AURORA CAMER.1903 ROBUSTO20;117.00;1;Caja
31602;LA AURORA COROJO 1962 ROBUST20;117.00;1;Caja
31603;LA AURORA CONN.1987 ROBUSTO 20;117.00;1;Caja
31604;LA AURORA CAM.SUM.SH.ROBU.OR20;112.00;1;Caja
31605;LA AURORA CAMER.1903 SUBLIMES TUB 20;112.00;1;Caja
31643;MONTE NEGRO VOLCANO 10;2.50;10;Estuche
31661;WINSTON PICADURA LIAR/ENTUB 67G;15.70;3;Lata
3167;REY MUNDO CHOIX SUPREM.   (25);350.00;1;Caja
31702;AVO SYNCRO FOGATA ROBUSTO 4 TPD;48.80;1;Estuche
31703;AVO SYNCRO FOGATA SH. TORPEDO 4 TPD;35.20;1;Estuche
31704;AVO SYNCRO FOGATA TORO TUB 3 TPD;30.00;1;Estuche
31717;JOCKEY BLUE FILTER CIGAR 8 TPD;1.30;10;Estuche
31718;JOCKEY RED FILTER CIGAR 8 TPD;1.30;10;Estuche
31719;CANDLELIGHT CLUB SUMATRA LATA 50 TPD;10.00;3;Estuche
31729;LA FINCA N.5 (25);72.50;1;Caja
31730;LA FINCA N.7 (25);82.50;1;Caja
31731;LA FINCA N.10 (25);95.00;1;Caja
31755;HAMPTON PIPE NEGRO 100 G;9.00;1;Lata
31760;BULLBRAND NEGRO 100;4.80;10;Cajetilla
31761;DENIM RED 100 (20);4.60;10;Cajetilla
31796;VASCONHA 30G;6.05;10;Bolsa
31800;BREAK SILVER 17 TPD;2.90;10;Estuche
31805;VERELLEN PONCHO MINI 20 TPD;4.00;5;Estuche
31810;MACANUDO INSPIRADO MAREVA H 20 TPD;90.00;1;Estuche
31811;REPOSADO COLORADO ROBUSTO 10 TPD;16.50;1;Estuche
31812;REPOSADO COLORADO TORO 10 TPD;18.50;1;Estuche
31813;REPOSADO CONNECT. ROBUSTO 10 TPD;16.50;1;Estuche
31814;REPOSADO CONNECT. TORO 10 TPD;18.50;1;Estuche
31815;D.TOMAS NICARAGUA ROBUSTO 25 TPD;110.00;1;Caja
31816;D.TOMAS CLASICO ROBUSTO  HF 20 TPD;70.00;1;Estuche
31868;COLTS BLUE 70 G TPD;6.20;1;Bote
31886;BRANIFF LINEA D'ORO GOLD 20 TPD;3.30;10;Estuche
31887;BRANIFF WHITE FILTER 100 (17) TPD;2.90;10;Estuche
31903;ROLL´S EXCLUSIVE GOLD 20 TPD;3.30;10;Estuche
3193;AGIO MEHARI'S BRASIL      (50);15.60;4;Caja
3207;MONTECRISTO MINI (50);30.50;1;Caja
32259;L&M FIRST CUT 100´S;5.25;10;Cajetilla
3263;DUCADOS BLANCO DURO;6.20;10;Cajetilla
3287;DAVIDOFF ANIVER SPECIAL R TUB (3)NL;70.50;1;Estuche
3288;DAVIDOFF SIGNATURE 2000 TUB 20 NL;308.00;1;Caja
3289;DAVIDOFF SIGNATURE 2000 TUB 4 NL;61.60;1;Estuche
33340;BACKWOODS FOREST 50 G TPD;4.20;1;Lata
33341;BACKWOODS MOUNTAIN 50 G TPD;4.20;1;Lata
33357;NEWMINSTER RED 100MM 10*17 TPD;2.80;10;Estuche
33358;NEWMINSTER WHITE 100MM 10*17 TPD;2.80;10;Estuche
33377;CORSET WHITE SUPERSLIMS;4.80;10;Cajetilla
33450;NEWS&CO ROUGE;4.85;10;Cajetilla
33451;NEWS&CO BLEU;5.40;10;Cajetilla
33477;BARSDORF`S BESTER RED EASY BURN 40g TPD;3.50;3;Bote
33479;ERASMUS AMSTERDAM (50 G) TPD;3.75;6;Bote
33480;ERASMUS ATHENAS  (50 G) TPD;3.75;6;Bote
33481;ERASMUS BERLIN  (50 G) TPD;3.75;6;Bote
33482;ERASMUS BRUSELAS  (50 G) TPD;3.75;6;Bote
33483;ERASMUS HELSINKI (50 G) TPD;3.75;6;Bote
33484;ERASMUS LONDON  (50 G) TPD;3.75;6;Bote
33485;ERASMUS PARIS  (50 G) TPD;3.75;6;Bote
33486;ERASMUS ROMA  (50 G) TPD;3.75;6;Bote
33522;ROM Y JUL PETIT ROYALES (25) TPD;237.50;1;Caja
33539;CAO AMAZON ANACONDA 20 TPD;140.00;1;Caja
33540;CAO FUMA EM CORDA 20 TPD;160.00;1;Caja
33564;DAVIDOFF W.CH. LATE H. CHURC 4 TPD;110.00;1;Estuche
33565;DAVIDOFF W.CH. LATE H. CHURC 20 TPD;550.00;1;Caja
33566;DAVIDOFF W.CH. LATE H. ROBUS 4 TPD;101.60;1;Estuche
33567;DAVIDOFF W.CH. LATE H. ROBUS 20 TPD;508.00;1;Caja
33570;JUAN LOPEZ SELECCION N.1 (25) TPD;415.00;1;Caja
33572;JUAN LOPEZ SELECCION N.2 (25) TPD;415.00;1;Caja
33581;DAVIDOFF ROYAL RELEASE ROBUSTO 10 TPD;1200.00;1;Caja
33582;DAVIDOFF ROYAL RELEASE SALOMONES 10 TPD;1500.00;1;Caja
33585;CAMACHO POWERBAND TORO 20 TPD;218.00;1;Caja
3362;TORRES QUART CALIQUEÑO Nº2 (20);20.00;4;Caja
3363;TORRES QUART CALIQUEÑO Nº2 (10);10.00;10;Caja
33637;CLUBMASTER SUP. FILT WHITE 10 TPD;2.50;10;Estuche
33638;CLUBMASTER MINI FILTER WHITE 20 TPD;4.70;10;Estuche
3364;EL CAVALLER CALIQUEÑO Nº 2 (20);20.00;4;Caja
3365;EL CAVALLER CALIQUEÑO Nº2 (10);10.00;10;Caja
33655;LA AURORA R.E.2008 BELICOSO 10 TPD;160.00;1;Caja
3366;CANALEÑOS EXTRA       (25) BY;45.00;1;Caja
3367;CANALEÑOS PATA  CANALEÑO 25 BY;45.00;1;Caja
3368;CANALEÑOS CALIQUEÑOS      (40);44.00;1;Caja
3369;CANALEÑOS CORNETAS   (40);44.00;1;Caja
3445;BORKUM RIFF SUNGOLD (50 G);8.20;5;Bolsa
3446;SIGNATURE RED 20;6.00;5;Estuche
3474;PUNCH MINI (20);7.00;5;Caja
3480;CANALEÑOS CALIQUEÑOS      (10);11.00;10;Caja
3481;CANALEÑOS CORNETAS   (10);11.00;10;Caja
34878;FOR.GUIP.IMP.IAE.MOD.840 0,45 2014;0.45;1;Unidad
34881;FOR.GUIP IMP.DECL.MODEL.310  2015;0.15;1;Unidad
34889;FOR.GUIP.IMP.RES.349  2013 0,45;0.45;1;Unidad
3500028;DAVIDOFF WINSTON CH ROBUSTO 4 TPD;90.40;1;Estuche
3500029;DAVIDOFF WINSTON CH TORO 4 TPD;104.00;1;Estuche
3500045;CLUBMASTER SUPER DISPL 100 TPD;25.00;1;Unidad
3500049;AVO SYNCRO FOGATA PURITOS 10;19.50;10;Lata
3500055;LA AURORA 107 SALOMON 16 TPD;104.00;1;Caja
3500056;LA AURORA 1903 ED BR. ROBUSTO 18 TPD;161.10;1;Caja
3500058;LA AURORA 1903 ED ECUADOR.ROBUSTO 18 TPD;152.10;1;Caja
3500059;LA AURORA ADN DOMINICANO G.TORO 20 TPD;184.00;1;Caja
3500060;LA AURORA ADN DOMINICANO ROBUSTO 20 TPD;152.00;1;Caja
3500071;HAMPTON PURE PIPE 12 G TPD;1.10;10;Bolsa
3500072;HAMPTON PIPE GREEN 12 G TPD;1.15;10;Bolsa
3500074;QUAI D'ORSAY N.50 (10) TPD;148.00;1;Caja
3500075;QUAI D'ORSAY N.54 (10) TPD;210.00;1;Caja
3500079;MONTE NEGRO PIRATAS 5 TPD;1.40;10;Estuche
3500080;MONTE NEGRO PIRATAS 10 TPD;2.90;10;Estuche
3500412;CANDLELIGHT CORONA HABA FIL CIG  5 TPD;3.00;5;Estuche
3500413;CANDLELIGHT CORONA SUMATRA FILLER 5 TPD;3.00;5;Estuche
3500428;TOSCANO GARIBALDI 5 TPD;6.90;10;Estuche
3500444;D.TOMAS BUNDLE GIGANTE 10 TPD;25.00;1;Estuche
3500445;MACANUDO INSPIRADO WHITE CHURCHIL 20 TPD;126.00;1;Estuche
3500446;MACANUDO INSPIRADO WHITE ROBUST0 20 TPD;118.00;1;Estuche
3500448;DIESEL D5 (20) TPD;98.00;1;Estuche
3500449;DIESEL D4 (20) TPD;90.00;1;Estuche
3500450;MACANUDO INSPIRADO WHITE TORO 20 TPD;128.00;1;Estuche
3500602;DUCADOS RUBIO 67G;15.70;6;Bote
3500610;DENIM RED FILTER CIGAR 17 TPD;2.40;10;Estuche
3500633;DENIM RED FILTER CIGAR (8) TPD;1.30;10;Estuche
3500667;BAKERSTREET 190 ( 90 G) TPD;6.30;2;Lata
3500746;DAVIDOFF ENGLISH MIXTURE 50 G TPD;17.20;5;Lata
3500747;DAVIDOFF DANISH MIXTURE 50 G TPD;17.20;5;Lata
3500748;DAVIDOFF FLAKE MEDAILLONS 50 G TPD;20.90;5;Lata
3500754;BACKGAMMON CORONAS ESPECIALES 10 TPD;25.00;1;Caja
3500761;AMSTERDAMER ORIGINAL BLEND 40 G TPD;4.00;1;Lata
3500804;HORIZON 30 G;6.80;10;Bolsa
3500813;FLOR DE FILIPINAS ROBUSTO 25 TPD;17.50;1;Caja
3500814;FLOR DE FILIPINAS CORONAS XXL 25 TPD;18.75;1;Caja
3500816;SIGNATURE FINOS FILTER BEIG (10) TPD;2.50;10;Caja
3500817;VEGAFINA F2 ROBUSTO TUBO 3 TPD;18.90;1;Estuche
3500818;VEGAFINA NICARAGUA ROBUSTO T 3 TPD;18.90;1;Estuche
3500819;VEGAFINA ROBUSTO TUBO 3 TPD;18.90;1;Estuche
3500860;REDFIELD RED 20 G TPD;1.80;10;Bolsa
3500912;DOMINGO CELESTE 88 G LEP S2;20.60;5;Lata
3500972;PLAYER'S 100S (20);6.90;10;Cajetilla
3500973;PLAYER'S KS (20);7.00;10;Cajetilla
3501010;SIOUX ORIGINAL RED 40 G LATA TPD;3.50;3;Lata
3501021;CANDLELIGHT CORONA/CLUB MIX DISP 90 TPD;33.00;1;Unidad
3501022;WINSTON PICADURA LIAR/ENTUB 46G;11.00;4;Lata
3501026;PANTER MINI FILTER BLEU 20 TPD;5.60;10;Lata
3501028;LUCKY STRIKE CRISP CIGARRITOS (20);4.50;10;Caja
3501050;MCCHRYSTAL'S SN.OLD. ENG.4GTPD;1.00;12;Lata
3501051;AL FAKHER MAGIC LOVE(50G);4.70;10;Caja
3501067;GUAJIRO MINI TROMPETAS 5 TPD;1.90;10;Estuche
3501114;VEGAFINA NICARAGUA VULCANO (10);56.00;1;Caja
3501119;PALL MALL INTERNATIONAL RED;6.45;10;Cajetilla
3501131;MONTECRISTO MEDIA CORONA 5 TPD;41.00;1;Caja
3501136;MANITOU FINE GREEN 20;5.20;10;Cajetilla
3501142;DAVIDOFF 50TH DIADEMAS FIN AMER 10 TPD;280.00;1;Caja
3501143;DAVIDOFF 50TH DIADEMAS FIN ASIA 10 TPD;280.00;1;Caja
3501144;DAVIDOFF 50TH DIADEMAS FIN EURO 10 TPD;280.00;1;Caja
3501145;DAVIDOFF 50TH DIADEMAS FIN ORIE 10 TPD;280.00;1;Caja
3501231;ADALYA BLUE I'SS 50 G TPD;3.85;10;Caja
3501232;ADALYA HAWAII 50 G TPD;3.85;10;Caja
3501233;ADALYA I´SS BONI 50 G TPD;3.85;10;Caja
3501234;ADALYA I'SS LIE ON THE ROCKS 50 G TPD;3.85;10;Caja
3501235;ADALYA KIZZ 50 G TPD;3.85;10;Caja
3501237;ADALYA L. KILL 50 G TPD;3.85;10;Caja
3501238;ADALYA LOVE66 50 G TPD;3.85;10;Caja
3501239;ADALYA MANKO TANKO I'SS 50 G TPD;3.85;10;Caja
3501240;ADALYA MANKO TANKO 50 G TPD;3.85;10;Caja
3501241;ADALYA PAIR KIZZ 50 G TPD;3.85;10;Caja
3501242;ADALYA SWEESS BOOM 50 G TPD;3.85;10;Caja
3501243;ADALYA TWO APP 50 G TPD;3.85;10;Caja
3501244;ADALYA TYNKY WYNKY 50 G TPD;3.85;10;Caja
3501245;ADALYA DRAGAN CODE 50 G TPD;3.85;10;Caja
3501246;ADALYA GREEN LEON KIZZ 50 G TPD;3.85;10;Caja
3501248;BONESHAKER MAUL 54 (20) TPD;144.00;1;Caja
3501249;BONESHAKER MACE 60 (20) TPD;124.00;1;Caja
3501314;AL FAKHER BIG CORAL (50G);4.70;10;Caja
3501315;AL FAKHER TWIWI (50G);4.70;10;Caja
3501325;ROYALE CASINO XTRA LARGE 10 ASES TP;3.00;10;Estuche
3501329;VASCONHA 95 G;19.10;3;Lata
3501485;ERASMUS MILLENNIAL  (50 G) TPD;3.75;6;Bote
3501486;ERASMUS KLOUT  (50 G) TPD;3.75;6;Bote
3501488;ERASMUS INFLUENCER  (50 G) TPD;3.75;6;Bote
3501489;ERASMUS INBOUND  (50 G) TPD;3.75;6;Bote
3501490;ERASMUS HASHTAG  (50 G) TPD;3.75;6;Bote
3501491;ERASMUS ENGAGEMENT  (50 G) TPD;3.75;6;Bote
3501492;ERASMUS TIMELINE  (50 G) TPD;3.75;6;Bote
3501493;ERASMUS PHOTOBOMB  (50 G) TPD;3.75;6;Bote
3501498;MACANUDO VINTAGE MADURO 1997 EL 12 TPD;120.00;1;Caja
3501556;EXCITE RED 100;4.70;10;Cajetilla
3501593;BRANIFF GOLD FILTER 100 (17) TPD;2.90;10;Estuche
3501634;D.TOMAS NICARAGUA COLLECTION 48 TPD;150.00;1;Caja
3501644;LA AURORA HORDS D´AGED TORO (15);210.00;1;Caja
3501647;BULLBRAND NEGRO FILTER CIGAR 8;1.30;10;Estuche
3501648;BULLBRAND A.B. FILTER CIGAR (8);1.30;10;Estuche
3501659;#NO NAME AMERICAN BLEND WHITE 30G TPD;5.80;5;Bolsa
3501662;TRINIDAD SHORT 10 TPD;15.50;10;Caja
3501664;MISSISIPI ORIGINAL 35 G;2.60;3;Lata
3501665;MISSISIPI VIRGINIA 35 G;3.00;3;Lata
3501666;MISSISIPI VIRGINIA 70 G;5.00;4;Lata
3501686;DAVIDOFF YAMASA ROBUSTO TUB (4) TPD;86.40;1;Estuche
3501712;F.T PARTAGAS MADURO N.1 (25) TPD;575.00;1;Caja
3501715;F.T PARTAGAS MADURO N.2 (25) TPD;580.00;1;Caja
3501718;F.T PARTAGAS MADURO N.3 (25) TPD;612.50;1;Caja
3501738;TILBURY N.1 (90 G);8.60;1;Lata
3501739;TILBURY N.1 (25 G);2.50;10;Bolsa
3501767;MOON HABANA NEW MIXTURE 70 G TPD;5.90;3;Lata
3501865;EASTWOOD ORIGINAL BLEND 40 G TPD;3.60;1;Lata
3501925;DAVIDOFF ROBUSTO TUB SEL BLACK 3 TPD;56.30;1;Estuche
3501934;DEL MAR NORTH BLUE 40 G;3.00;5;Lata
3501935;DEL MAR SOUTH RED 40 G;3.00;5;Lata
3501973;MACANUDO INSPIRADO RED GIGANTE 20 TPD;140.00;1;Caja
3501974;MACANUDO INSPIRA RED ROBUST 20 BOX P TPD;124.00;1;Caja
3501975;D.TOMAS BUNDLES NICA ROTHSCHILD 10 TPD;22.00;1;Estuche
3501976;D.TOMAS BUNDLES NICA ROBUSTO 10 TPD;22.50;1;Estuche
3501978;D.TOMAS BUNDLES NICA TORO 10 TPD;23.00;1;Estuche
3501980;ADALYA LOVE66 200 G TPD;14.00;1;Lata
3501981;ADALYA L. KILL 200 G TPD;14.00;1;Lata
3501982;ADALYA TYNKY WYNKY 200 G TPD;14.00;1;Lata
3501983;ADALYA HAWAII 200 G TPD;14.00;1;Lata
3501984;ADALYA MANKO TANKO I´SS 200 G TPD;14.00;1;Lata
3501995;CHAZZ CIGARROS 10 TPD;6.00;5;Estuche
3501997;CHAZZ CIGARILLOS 20 TPD;7.00;5;Estuche
3502056;LA AURORA 115 ANIV BELICOSO (15) E.L TPD;225.00;1;Caja
3502059;LA AURORA 115 ANIV G. TORO 30 EL TPD;396.00;1;Caja
3502063;LA AURORA 115 ANIV ROBUSTO 20 TPD;260.00;1;Caja
3502067;LA AURORA 115 ANIV TORO 20 TPD;276.00;1;Caja
3502088;CLAN HOLLANDIA 40 G TPD;5.60;5;Bolsa
3502089;CHAZZ DISPLAY 130;58.00;1;Unidad
35021;FOR.VIZC.IMP.IVA MODELO 303 0,20;0.20;1;Unidad
3502111;AL CAPONE ORIGINAL FILTER (4);1.20;10;Estuche
3502112;AL CAPONE SUN FILTER (4);1.20;10;Estuche
3502113;DANNEMANN MOODS SILVER 4 TPD;1.40;10;Estuche
3502114;DANNEMANN MOODS BAHIA 4 TPD;1.40;10;Estuche
3502132;FORTUNA ORIGINAL 22;6.10;10;Cajetilla
3502134;DAVIDOFF ESCURIO G. TORPEDO (3) TPD;33.00;1;Estuche
3502135;DAVIDOFF NICARAGUA G. TORPEDO (3) TPD;33.00;1;Estuche
3502136;DAVIDOFF YAMASA G. TORPEDO (3) TPD;42.90;1;Estuche
3502207;DENIM CRUSH BLUE FILT CIGAR 17 TPD;2.70;10;Estuche
3502208;DENIM CRUSH PURPLE FILT CIGAR 17 TPD;2.70;10;Estuche
3502209;PIPERS CLUB RED CIGARS 10 TPD;1.70;10;Estuche
3502210;PIPERS CLUB GOLD CIGARS 10 TPD;1.70;10;Estuche
3502211;PIPERS CLUB CLASSIC CIGARS 10 TPD;1.70;10;Estuche
3502267;DUCADOS RUBIO BOTE 30G;6.90;5;Lata
3502304;WINSTON PICAD LIAR/ENTUB 135GR;33.40;1;Bolsa
3502324;REIG XS 4 TPD;1.20;10;Estuche
3502325;DUCADOS RUBIO EXTRA 100'S (20);5.10;10;Cajetilla
3502339;LA ESTRELLA POLAR GIGANTE 20 TPD;71.00;1;Caja
3502340;LA ESTRELLA POLAR ROBUSTO 20 TPD;61.00;1;Caja
3502359;ERASMUS HOOTSUITE (180 G) TPD;13.50;1;Bote
3502360;ERASMUS LONDON  (180 G) TPD;13.50;1;Bote
3502361;ERASMUS ROMA (180 G) TPD;13.50;1;Bote
3502362;ERASMUS HOOTSUITE (750 G) TPD;55.00;1;Bote
3502363;ERASMUS LONDON (750 G) TPD;55.00;1;Bote
3502364;ERASMUS ROMA (750 G) TPD;55.00;1;Bote
3502376;ADALYA I'SS 50 G TPD;3.85;10;Caja
3502378;ADALYA LEON PI 50 G TPD;3.85;10;Caja
3502379;ADALYA GIPSY KINGS 50 G TPD;3.85;10;Caja
3502380;ADALYA CHWNG WOOD KIZZ 50 G TPD;3.85;10;Caja
3502381;ADALYA BERLIN NIGHTS 50 G TPD;3.85;10;Caja
3502382;ADALYA WATERLON KIZZ 50 G TPD;3.85;10;Caja
3502383;ADALYA BLUE YELLOW 50 G TPD;3.85;10;Caja
3502384;ADALYA SKYFALL 50 G TPD;3.85;10;Caja
3502385;ADALYA ESKIMO LEON 50 G TPD;3.85;10;Caja
3502387;ADALYA L. KILL 1000 G TPD;65.00;1;Lata
3502435;HAMPTON MAX 90 G TPD;7.50;1;Lata
3502436;HAMPTON MAX 35 G TPD;3.75;1;Lata
3502437;HAMPTON MAX 25 G TPD;2.30;10;Bolsa
3502460;H.MONTERREY HOYO RIO SECO T 3 TPD;79.50;1;Estuche
3502466;VEGUEROS CENTROFINOS  (4)  TPD;33.60;1;Caja
3502475;DAVIDOFF NICARAGUA ROBUSTO (4) TPD;75.20;1;Estuche
3502515;CANDLELIGHT B. CORONA HAVANA 25 TPD;30.00;1;Caja
3502518;Marlboro Crafted Selection 30G;6.80;6;Lata
3502519;CHESTERFIELD VOLUME TOBACC 30G;6.80;6;Lata
3502591;MAKLA PLATINIUM (20G) TPD;1.20;10;Lata
3502600;FLOR DE FILIPINAS SH. ROBUSTO 25 TPD;15.00;1;Caja
3502603;COLTS RED (100 G) TPD;8.30;1;Bote
3502604;COLTS RED (20 G) TPD;2.10;5;Bolsa
3502668;TOSCANELLO VELLUTO 3 TPD;2.00;10;Estuche
3502674;MARLBORO RED ROLLING & TUB 70G;16.40;4;Lata
3502741;CLUBMASTER CIGARILLO RED FIL 20 TPD;5.20;10;Estuche
3502742;AL FAKHER FROST DOUBLE CRUNCH (50G);4.70;10;Caja
3502743;AL FAKHER SNOWY FUCHSIA GREEN (50G);4.70;10;Caja
3502745;AL FAKHER SNOWY FUCHSIA GREEN (250G);19.95;1;Caja
3502782;MARLBORO GOLD ROL&TUB 70G TSAR;16.40;4;Lata
3502783;CHESTERFIELD CIG. TOBACCO 67 G;15.20;4;Lata
3502865;CAPITOL JACK (10) TPD;90.00;1;Caja
3502866;CAPITOL CASINO (10) TPD;110.00;1;Caja
3502867;CAPITOL GALA (10) TPD;130.00;1;Caja
3502933;EASTWOOD VIRGINIA TOBACCO 20 G TPD;1.80;10;Bolsa
3502934;EASTWOOD ORIGINAL BLEND 100 G TPD;7.90;1;Lata
3502945;AL FAKHER BIG YELLOW GREEN (50G);4.70;10;Caja
3502957;AL FAKHER BIG YELLOW GREEN (250G);19.95;1;Caja
3502969;HORIZON BLUE 30G;6.80;10;Bolsa
3502970;HORIZON VIRGINIA 30G;6.20;10;Bolsa
3503169;SIGNATURE FINOS FILTER INDOCHINA 10 TPD;2.00;10;Estuche
3503177;NEWS 80G;18.15;1;Bolsa
3503182;CLUBMASTER CIGARILLO RED 200 DISPLAY;52.00;1;Unidad
3503198;BACKWOODS MOUNTAIN 20 G;2.00;5;Bolsa
3503200;CANDLELIGHT FILTER 10 MIXED 200 DISPLAY;32.00;1;Unidad
3503201;AMIGOS POCKET FILTER AB 20 TPD;3.00;10;Estuche
3503202;AMIGOS POCKET FILTER WHITE 20 TPD;2.80;10;Estuche
3503207;PANTER MINI FILTER SWIRL 20;5.60;10;Lata
3503208;MANITOU VIRGINIA PINK 50 GR TT;9.70;4;Bote
3503216;MOON HABANA ESPECIAL MIXTURE 20 G;1.80;10;Bolsa
3503217;MOON HABANA EXCLUSIVE MIXTURE 20G;1.80;10;Bolsa
3503218;FLOR DE FILIPINAS CORONITAS 5 TPD;2.25;5;Caja
3503220;FLOR DE FILIPINAS ROBUSTO 3 TPD;1.45;5;Caja
3503296;KINGSTON RED 10 GR;1.00;10;Bolsa
3503297;REDFIELD GREEN 20 GR;1.80;10;Bolsa
3503323;NEWS 30 G;5.85;10;Bolsa
3503324;NEWS&CO ROUGE 100'S (20);4.80;10;Cajetilla
3503325;NEWS&CO ROUGE 30;8.20;8;Cajetilla
3503327;REIG XS BLUE (4);1.20;10;Estuche
3503328;REIG XS BLUE (15);4.30;10;Estuche
3503375;BULLBRAND WHITE FILTER CIGARS 20;2.70;10;Caja
3503508;REDFIELD 200 G TT;39.50;1;Bote
3503516;MONTE NEGRO ROBUSTO CUBAN SEEDS 5 TPD;10.00;5;Estuche
3503518;MONTE NEGRO ROBUSTO NICARAGUA 5 TPD;10.00;5;Estuche
3503519;MONTE NEGRO ROBUSTO R. DOMINICA 5 TPD;10.00;5;Estuche
3503590;ADALYA BLACK LEM BRY 50 G TPD;3.85;10;Caja
3503592;ADALYA BLACK CANE MNT 50 G TPD;3.85;10;Caja
3503595;ADALYA BLACK PYCH 50 G TPD;3.85;10;Caja
3503667;PUNCH SHORT DE PUNCH 10 TPD;186.00;1;Caja
3503671;CAO CHAMPION SAMPLERS 10 TPD;76.00;1;Caja
3503885;VEGAFINA 1998 VF 50 (10) TPD;60.00;1;Caja
3503886;VEGAFINA 1998 VF 52 (10) TPD;66.00;1;Caja
3503887;VEGAFINA 1998 VF 54 (10) TPD;72.00;1;Caja
3503935;INDEPENDENCE TUBOS ORIGINAL (20) TPD;39.00;1;Estuche
3503936;MAYA VIRGINIA (30 G) IP;5.65;10;Bolsa
3504071;ADALYA BLUE DRAGAN 50 G TPD;3.85;10;Caja
3504072;ADALYA PARADISO I`SS 50 G TPD;3.85;10;Caja
3504073;ADALYA THREE ANGELS 50 G TPD;3.85;10;Caja
3504090;AMSTERDAMER ESSENTIAL 20 G TPD;1.50;5;Bolsa
3504115;AMBER LEAF TABACO VIRGINIA 30G;6.80;5;Bolsa
3504215;BULLBRAND GOLD FILTER CIGARS OP 20;2.50;10;Estuche
3504217;BURTON ORIGIN RED FILTER 17 TPD;2.30;10;Estuche
3504221;HORIZON 100 G;22.65;3;Lata
3504266;CAO HOMMAGE TO NICARAGUA 10 TPD;120.00;1;Caja
3504352;LA AURORA HORS D´AGED 2018 G. TORO JARRA;420.00;1;Caja
3504374;MONTE NEGRO 15 MINUTOS 10 TPD;14.00;1;Estuche
3504375;MONTE NEGRO MINI TORPEDO 10 TPD;15.00;1;Estuche
3504376;MONTE NEGRO PETIT ROBUSTO TPD 10;15.00;1;Estuche
3504377;MONTE NEGRO TORO 10 TPD;20.00;1;Estuche
3504378;MONTE NEGRO GORDO 10 TPD;21.00;1;Estuche
3504403;MACANUDO HERITAGE NUEVO TORO (10);120.00;1;Caja
3504404;CAO ORELLANA TORO (20);170.00;1;Caja
3504406;PETERSON EARLY MORNING 50G TPD;13.00;5;Lata
3504407;PETERSON MY MIXTURE 965 50G TPD;13.00;5;Lata
3504408;PETERSON NIGHTCAP 50 GR TPD;13.00;5;Lata
3504409;PETERSON STANDARD MIXTURE 50G TPD;13.00;5;Lata
3504415;1637 BLOND 40 G;9.50;5;Bolsa
3504459;MARLBORO RED KS 22;6.70;20;Cajetilla
3504502;DAVIDOFF EXCLUSIVE MADRID 2019 (10) TPD;250.00;1;Caja
3504503;DAVIDOFF EXCLUSIVE BARCELONA 2019 (10);250.00;1;Caja
3504507;QUAI D'ORSAY SENADORES (25)TPD;1495.00;1;Caja
3504512;H. UPMANN REGALIAS (5) TPD;59.50;1;Estuche
3504514;H.MONTERREY SOUVENIR LUXE (5) TPD;59.50;1;Caja
3504515;JOSE L. PIEDRA P. CAB (12) TPD;31.20;1;Caja
3504516;JOSE L. PIEDRA P. CAB (3) TPD;7.80;5;Caja
3504519;PARTAGAS CAPITOLS (5) TPD;59.50;1;Caja
3504520;RAMON ALLONES ALLONES Nº 2 (10) TPD;536.00;1;Caja
3504522;ROM Y JUL  CLUB KINGS (5) TPD;59.50;1;Caja
3504590;REDFIELD RED 100 G;7.90;1;Lata
3504599;LA AURORA 115 ED HUMIDOR TORO 30 TPD;411.00;1;Caja
3504650;ADALYA MOON DREAM 50 G TPD;3.85;10;Caja
3504651;ADALYA ADALYA POWER 50 G TPD;3.85;10;Caja
3504652;ADALYA PASSION KIZZ 50 G TPD;3.85;10;Caja
3504659;CAMACHO LIBERTY 2019 (20);300.00;1;Caja
3504668;HOOKAIN WHITE (50 G);4.80;6;Bote
3504669;HOOKAIN BIG BLACK BARRIES 50 G TPD;4.80;6;Bote
3504670;HOOKAIN C C C 50 G;4.80;6;Bote
3504672;HOOKAIN LEMENCIAGA 50 G TPD;4.80;6;Bote
3504674;HOOKAIN PUNANI 50 G TPD;4.80;6;Bote
3504675;HOOKAIN SOLEIRO SPLIFF 50 G TPD;4.80;6;Bote
3504698;SIGNATURE FINOS FILTER GREEN (10) TPD;2.50;10;Estuche
3504783;DANNEMANN MINI MOODS 4 TPD;1.40;10;Estuche
3504784;DANNEMANN MOODS FILTER 4 TPD;1.40;10;Estuche
3504835;DAVIDOFF YEAR OF THE RAT (10) TPD;256.00;1;Caja
